,City Name,Country,Latitude,Longitude,Date,Temperature,Humidity,Wind Speed,Clouds
282,alice springs,AU,-23.7,133.88,2019-03-10,100.4,16.0,12.75,0.0
283,kitimat,CA,54.02,-128.69,2019-03-10,33.01,80.0,24.16,90.0
284,fort nelson,CA,58.81,-122.69,2019-03-10,32.0,78.0,4.18,75.0
285,san quintin,PH,17.54,120.52,2019-03-10,84.04,46.0,3.74,0.0
286,tyumentsevo,RU,53.32,81.5,2019-03-10,9.79,81.0,10.78,68.0
287,hambantota,LK,6.12,81.12,2019-03-10,73.4,100.0,3.36,90.0
288,collie,AU,-33.36,116.15,2019-03-10,70.0,44.0,8.77,0.0
289,auki,NG,12.18,6.51,2019-03-10,68.56,48.0,3.85,0.0
290,bonavista,CA,48.65,-53.11,2019-03-10,23.0,81.0,1.99,0.0
291,birganj,NP,27.01,84.88,2019-03-10,71.21,31.0,4.29,0.0
292,champerico,MX,16.38,-93.6,2019-03-10,86.0,51.0,14.99,5.0
293,oussouye,SN,12.49,-16.54,2019-03-10,68.24,84.0,8.66,0.0
294,mogadishu,SO,2.04,45.34,2019-03-10,80.84,100.0,19.17,48.0
295,virginia beach,US,36.85,-75.98,2019-03-10,69.8,77.0,10.29,1.0
296,guangyuan,CN,32.43,105.86,2019-03-10,59.0,61.0,2.28,0.0
297,homer,US,59.64,-151.54,2019-03-10,42.8,70.0,5.82,90.0
298,cherskiy,RU,68.75,161.3,2019-03-10,-4.8,67.0,2.62,8.0
299,grindavik,IS,63.84,-22.43,2019-03-10,30.2,68.0,9.17,0.0
300,ayan,TR,40.67,33.6,2019-03-10,27.29,77.0,2.51,44.0
301,san carlos de bariloche,AR,-41.13,-71.31,2019-03-10,60.8,55.0,6.93,0.0
302,roald,NO,62.58,6.12,2019-03-10,32.0,90.0,9.17,64.0
303,caibarien,CU,22.52,-79.47,2019-03-10,75.2,78.0,12.75,40.0
304,ambulu,ID,-8.35,113.61,2019-03-10,85.07,96.0,2.95,0.0
305,inhambane,MZ,-23.87,35.38,2019-03-10,78.82,87.0,11.79,100.0
306,cairns,AU,-16.92,145.77,2019-03-10,91.0,62.0,10.29,40.0
307,kloulklubed,PW,7.04,134.26,2019-03-10,77.0,94.0,14.99,90.0
308,lerik,AZ,38.78,48.42,2019-03-10,42.8,87.0,4.74,32.0
309,eskisehir,TR,39.78,30.52,2019-03-10,37.4,93.0,6.2,0.0
310,hegang,CN,47.34,130.28,2019-03-10,35.71,53.0,3.18,88.0
311,nhulunbuy,AU,-12.18,136.78,2019-03-10,77.0,94.0,8.05,75.0
312,sembabule,UG,-0.08,31.46,2019-03-10,57.4,84.0,2.28,0.0
313,svetlaya,RU,46.54,138.33,2019-03-10,32.78,86.0,4.18,48.0
314,anadyr,RU,64.73,177.51,2019-03-10,3.2,84.0,6.71,90.0
315,pemba,MZ,-12.97,40.52,2019-03-10,77.0,94.0,4.7,75.0
316,poladpur,IN,17.98,73.47,2019-03-10,72.07,88.0,4.29,0.0
317,hofn,IS,64.25,-15.21,2019-03-10,37.73,100.0,15.59,76.0
318,baijiantan,CN,45.63,85.18,2019-03-10,26.21,85.0,2.28,64.0
319,kelvington,CA,52.16,-103.52,2019-03-10,2.05,55.0,8.21,24.0
320,tongzi,CN,28.78,105.09,2019-03-10,56.59,96.0,3.74,92.0
321,padang,ID,-0.92,100.36,2019-03-10,78.8,83.0,2.24,40.0
322,marbella,ES,36.51,-4.89,2019-03-10,55.4,87.0,3.36,0.0
323,tura,IN,25.52,90.21,2019-03-10,70.0,72.0,3.74,0.0
324,yunyang,CN,32.84,110.81,2019-03-10,64.0,34.0,5.99,64.0
325,steubenville,US,40.37,-80.63,2019-03-10,44.01,56.0,16.11,1.0
326,fenoarivo,MG,-18.93,47.44,2019-03-10,66.2,88.0,4.7,75.0
327,dalby,AU,-27.18,151.26,2019-03-10,98.01,36.0,14.99,0.0
328,cascais,PT,38.7,-9.42,2019-03-10,55.99,87.0,16.11,20.0
329,haines junction,CA,60.75,-137.51,2019-03-10,26.71,76.0,4.85,76.0
330,yerofey pavlovich,RU,53.97,121.97,2019-03-10,18.29,39.0,10.78,76.0
331,byron bay,AU,-28.65,153.62,2019-03-10,96.8,70.0,17.22,44.0
332,narsaq,GL,60.91,-46.05,2019-03-10,24.8,68.0,4.7,0.0
333,benguela,AO,-12.58,13.4,2019-03-10,79.72,100.0,4.52,48.0
334,privolnaya,RU,46.14,38.7,2019-03-10,36.74,87.0,13.69,8.0
335,erandio,ES,43.3,-2.97,2019-03-10,52.0,87.0,3.36,92.0
336,buchanan,LR,5.88,-10.05,2019-03-10,77.0,94.0,3.36,40.0
337,murdochville,CA,48.96,-65.49,2019-03-10,23.56,74.0,12.01,92.0
338,leningradskiy,RU,69.38,178.42,2019-03-10,-4.71,80.0,1.39,48.0
339,ucluelet,CA,48.94,-125.55,2019-03-10,45.0,75.0,3.36,75.0
340,kilindoni,TZ,-7.91,39.67,2019-03-10,81.74,100.0,13.02,12.0
341,batticaloa,LK,7.71,81.69,2019-03-10,81.11,98.0,3.4,92.0
342,klaksvik,FO,62.23,-6.59,2019-03-10,35.6,93.0,13.87,8.0
343,martapura,ID,-3.41,114.85,2019-03-10,82.4,83.0,4.7,75.0
344,charters towers,AU,-20.07,146.27,2019-03-10,87.01,69.0,4.97,0.0
345,araouane,ML,18.9,-3.53,2019-03-10,51.55,35.0,6.76,0.0
346,ponta do sol,BR,-20.63,-46.0,2019-03-10,64.24,95.0,1.72,68.0
347,frunze,UA,46.83,29.88,2019-03-10,51.59,51.0,13.8,88.0
348,camopi,GF,3.17,-52.33,2019-03-10,74.14,96.0,2.73,68.0
349,flinders,AU,-34.58,150.85,2019-03-10,84.99,61.0,1.12,75.0
350,shieli,KZ,44.18,66.74,2019-03-10,29.59,84.0,10.22,0.0
351,carahue,CL,-38.71,-73.16,2019-03-10,59.0,87.0,6.93,0.0
352,wadi musa,JO,30.32,35.48,2019-03-10,37.42,91.0,2.17,48.0
353,vardo,US,39.62,-77.74,2019-03-10,48.2,81.0,4.7,1.0
354,san pascual,PH,13.78,121.03,2019-03-10,82.0,80.0,3.0,0.0
355,the pas,CA,53.82,-101.24,2019-03-10,6.8,65.0,3.36,1.0
356,iracoubo,GF,5.48,-53.21,2019-03-10,77.11,82.0,5.97,100.0
357,kempele,FI,64.91,25.51,2019-03-10,23.0,85.0,9.17,88.0
358,la ronge,CA,55.1,-105.3,2019-03-10,19.4,57.0,8.05,5.0
359,severo-kurilsk,RU,50.68,156.12,2019-03-10,28.51,97.0,18.28,64.0
360,banff,CA,51.18,-115.57,2019-03-10,8.03,82.0,1.83,0.0
361,sri aman,MY,1.24,111.46,2019-03-10,75.2,100.0,2.24,75.0
362,fairbanks,US,64.84,-147.72,2019-03-10,42.8,35.0,4.74,75.0
363,gisborne,NZ,-38.66,178.02,2019-03-10,73.99,71.0,4.0,64.0
364,terra santa,BR,-2.1,-56.49,2019-03-10,76.34,95.0,2.73,80.0
365,port-cartier,CA,50.03,-66.88,2019-03-10,27.0,86.0,13.87,90.0
366,nuuk,GL,64.17,-51.74,2019-03-10,17.6,72.0,6.93,64.0
367,rathdrum,IE,52.93,-6.23,2019-03-10,35.01,100.0,13.87,75.0
368,mackenzie,CA,55.34,-123.09,2019-03-10,28.4,79.0,11.41,90.0
369,ratnagiri,IN,16.98,73.3,2019-03-10,77.24,100.0,11.23,0.0
370,galesong,ID,-5.32,119.37,2019-03-10,84.2,79.0,4.7,20.0
371,bundaberg,AU,-24.87,152.35,2019-03-10,88.0,52.0,9.17,24.0
372,vilhena,BR,-12.74,-60.15,2019-03-10,71.35,92.0,0.94,56.0
373,eureka,US,40.8,-124.16,2019-03-10,52.0,76.0,11.41,1.0
374,port blair,IN,11.67,92.75,2019-03-10,73.4,88.0,2.24,20.0
375,gatton,AU,-27.56,152.28,2019-03-10,100.99,37.0,6.93,75.0
376,jacareacanga,BR,-6.22,-57.76,2019-03-10,75.49,95.0,1.95,12.0
377,vetluzhskiy,RU,58.39,45.47,2019-03-10,32.96,94.0,4.97,56.0
378,evansville,US,37.97,-87.56,2019-03-10,46.4,70.0,3.36,1.0
379,yumen,CN,40.29,97.04,2019-03-10,36.34,48.0,1.61,0.0
380,opuwo,NA,-18.06,13.84,2019-03-10,54.92,62.0,3.4,0.0
381,phalaborwa,ZA,-23.95,31.14,2019-03-10,71.6,88.0,4.7,20.0
382,valdivia,CL,-39.81,-73.25,2019-03-10,55.4,87.0,2.24,0.0
383,hirado,JP,33.32,129.49,2019-03-10,62.01,71.0,5.82,20.0
384,beira,ES,43.2,-8.36,2019-03-10,53.01,93.0,4.7,48.0
385,shadrinsk,RU,56.09,63.63,2019-03-10,25.04,83.0,3.29,88.0
386,goshen,US,41.58,-85.83,2019-03-10,35.6,86.0,12.75,1.0
387,sungaipenuh,ID,-2.08,101.38,2019-03-10,74.99,80.0,1.16,44.0
388,marzuq,YE,14.4,46.47,2019-03-10,45.61,84.0,2.39,0.0
389,kieta,PG,-6.22,155.63,2019-03-10,79.94,95.0,13.02,88.0
390,ixtapa,MX,20.71,-105.21,2019-03-10,77.0,83.0,5.82,5.0
391,arona,IT,45.76,8.56,2019-03-10,52.0,93.0,4.7,0.0
392,hobyo,SO,5.35,48.53,2019-03-10,77.74,88.0,17.38,88.0
393,verkhneyarkeyevo,RU,55.45,54.3,2019-03-10,34.81,97.0,7.65,88.0
394,atar,MR,20.52,-13.05,2019-03-10,61.9,36.0,9.66,0.0
395,cidreira,BR,-30.17,-50.22,2019-03-10,66.98,99.0,11.68,88.0
396,stykkisholmur,IS,65.08,-22.73,2019-03-10,19.82,100.0,6.2,0.0
397,pantai remis,MY,4.46,100.63,2019-03-10,78.8,88.0,2.95,75.0
398,honiara,SB,-9.43,159.96,2019-03-10,82.46,80.0,2.95,56.0
399,tete,MZ,-16.16,33.59,2019-03-10,73.0,100.0,3.36,20.0
400,buraydah,SA,26.33,43.97,2019-03-10,50.0,57.0,3.36,0.0
401,melivoia,GR,41.33,24.93,2019-03-10,50.0,100.0,3.06,75.0
402,alghero,IT,40.56,8.32,2019-03-10,53.6,93.0,6.93,0.0
403,tucurui,BR,-3.77,-49.67,2019-03-10,75.4,95.0,3.18,92.0
404,ndago,UG,-0.97,29.98,2019-03-10,51.19,100.0,1.95,0.0
405,comodoro rivadavia,AR,-45.87,-67.48,2019-03-10,82.4,30.0,3.36,0.0
406,ndungu,TZ,-4.38,38.06,2019-03-10,58.57,83.0,2.28,0.0
407,monrovia,LR,6.33,-10.8,2019-03-10,77.0,94.0,3.36,40.0
408,pasighat,IN,28.06,95.33,2019-03-10,63.11,61.0,1.72,0.0
409,hamilton,BM,32.3,-64.78,2019-03-10,62.6,59.0,6.93,40.0
410,sigli,ID,5.38,95.96,2019-03-10,80.8,98.0,3.06,8.0
411,piterka,RU,50.68,47.44,2019-03-10,37.15,85.0,18.16,92.0
412,catania,IT,37.5,15.09,2019-03-10,54.0,93.0,2.24,0.0
413,nainpur,IN,22.43,80.11,2019-03-10,76.52,42.0,3.96,0.0
414,hovd,NO,63.83,10.7,2019-03-10,28.0,100.0,5.82,75.0
415,ballina,IE,54.11,-9.15,2019-03-10,44.01,87.0,8.99,68.0
416,taywarah,AF,33.35,64.42,2019-03-10,15.64,82.0,2.51,64.0
417,shingu,JP,33.72,135.99,2019-03-10,57.2,67.0,18.34,40.0
418,marsa matruh,EG,31.35,27.25,2019-03-10,48.2,87.0,3.36,0.0
419,nurota,UZ,40.56,65.69,2019-03-10,41.0,80.0,11.41,0.0
420,magan,RU,62.1,129.53,2019-03-10,-0.41,70.0,2.24,0.0
421,egvekinot,RU,66.32,-179.17,2019-03-10,-2.14,66.0,15.14,44.0
422,krivodol,HR,43.64,16.81,2019-03-10,55.4,76.0,3.36,92.0
423,det udom,TH,14.9,105.08,2019-03-10,82.4,61.0,2.24,0.0
424,toucheng,TW,24.86,121.82,2019-03-10,63.0,72.0,12.75,75.0
425,touros,BR,-5.2,-35.46,2019-03-10,78.8,94.0,2.24,40.0
426,tromso,NO,69.65,18.96,2019-03-10,15.8,85.0,6.93,0.0
427,trofors,NO,65.54,13.39,2019-03-10,24.8,58.0,5.82,48.0
428,fuente de oro,CO,3.46,-73.62,2019-03-10,67.21,96.0,2.39,88.0
429,zheleznodorozhnyy,RU,55.75,38.0,2019-03-10,34.0,96.0,11.18,75.0
430,kholm-zhirkovskiy,RU,55.52,33.47,2019-03-10,32.2,95.0,7.54,88.0
431,husavik,CA,50.56,-96.99,2019-03-10,10.99,80.0,5.75,12.0
432,waingapu,ID,-9.65,120.26,2019-03-10,83.63,77.0,3.29,80.0
433,quelimane,MZ,-17.88,36.89,2019-03-10,77.0,94.0,2.24,20.0
434,port hedland,AU,-20.31,118.58,2019-03-10,93.2,67.0,13.87,0.0
435,mul,IN,20.07,79.68,2019-03-10,81.02,60.0,8.43,0.0
436,bud,NO,62.91,6.91,2019-03-10,32.0,100.0,9.17,64.0
437,mandera,ET,3.94,41.86,2019-03-10,75.0,17.0,1.99,0.0
438,hillsboro,US,39.16,-89.49,2019-03-10,43.0,78.0,3.36,1.0
439,isla mujeres,MX,21.23,-86.73,2019-03-10,78.8,83.0,6.93,40.0
440,lorengau,PG,-2.02,147.27,2019-03-10,79.31,100.0,16.26,92.0
441,suntar,RU,62.16,117.65,2019-03-10,13.52,63.0,4.07,56.0
442,beloha,MG,-25.17,45.06,2019-03-10,72.47,77.0,12.68,32.0
443,waterloo,CA,43.47,-80.52,2019-03-10,37.99,74.0,25.28,90.0
444,tuatapere,NZ,-46.13,167.69,2019-03-10,68.0,71.0,1.01,92.0
445,lagoa,PT,37.14,-8.45,2019-03-10,60.8,77.0,6.93,0.0
446,mahebourg,MU,-20.41,57.7,2019-03-10,75.0,88.0,4.7,20.0
447,tiksi,RU,71.64,128.87,2019-03-10,-7.09,59.0,3.96,8.0
448,altamira,BR,-3.2,-52.21,2019-03-10,76.75,93.0,2.62,68.0
449,sechura,PE,-5.56,-80.82,2019-03-10,75.67,87.0,4.18,76.0
450,alberdi,AR,-26.19,-58.14,2019-03-10,73.4,88.0,5.82,90.0
451,kataysk,RU,56.29,62.58,2019-03-10,22.12,78.0,4.52,88.0
452,praia da vitoria,PT,38.73,-27.07,2019-03-10,60.8,87.0,17.05,75.0
453,elko,US,40.83,-115.76,2019-03-10,37.4,59.0,20.8,1.0
454,ogembo,KE,-0.8,34.73,2019-03-10,55.15,90.0,3.06,0.0
455,ouesso,CG,1.61,16.05,2019-03-10,74.95,90.0,2.17,0.0
456,mahabaleshwar,IN,17.92,73.66,2019-03-10,69.86,66.0,1.95,0.0
457,irricana,CA,51.32,-113.6,2019-03-10,28.0,49.0,6.93,75.0
458,shelburne,CA,44.08,-80.2,2019-03-10,37.0,74.0,16.11,90.0
459,waikuku,NZ,-43.29,172.68,2019-03-10,66.0,77.0,19.46,12.0
460,tarakan,ID,3.3,117.63,2019-03-10,75.2,94.0,1.95,75.0
461,rocha,UY,-34.48,-54.34,2019-03-10,55.15,88.0,5.97,0.0
462,road town,VG,18.42,-64.62,2019-03-10,77.0,78.0,9.17,1.0
463,erenhot,CN,43.65,111.97,2019-03-10,32.74,37.0,11.79,76.0
464,palu,ID,-0.9,119.87,2019-03-10,77.87,65.0,1.61,32.0
465,betanzos,ES,43.28,-8.21,2019-03-10,53.01,93.0,4.7,48.0
466,tazovskiy,RU,67.47,78.7,2019-03-10,19.82,86.0,8.77,76.0
467,jumla,NP,29.28,82.18,2019-03-10,24.68,76.0,1.95,0.0
468,kalmar,SE,56.66,16.36,2019-03-10,30.99,74.0,9.17,0.0
469,meulaboh,ID,4.14,96.13,2019-03-10,81.25,100.0,3.06,0.0
470,biltine,TD,14.53,20.93,2019-03-10,67.12,21.0,14.92,0.0
471,kiruna,SE,67.86,20.23,2019-03-10,3.2,84.0,3.36,20.0
472,terrace,CA,54.52,-128.61,2019-03-10,33.01,71.0,24.16,90.0
473,bonthe,SL,7.53,-12.5,2019-03-10,77.47,96.0,2.28,0.0
474,honavar,IN,14.28,74.45,2019-03-10,77.92,93.0,2.39,12.0
475,litija,SI,46.06,14.83,2019-03-10,50.0,100.0,8.05,40.0
476,oakham,GB,52.67,-0.73,2019-03-10,37.99,74.0,26.4,12.0
477,pelileo,EC,-1.33,-78.55,2019-03-10,51.8,87.0,17.22,40.0
478,mollendo,PE,-17.03,-72.02,2019-03-10,64.51,84.0,2.39,12.0
479,manzanillo,CU,20.34,-77.12,2019-03-10,81.29,95.0,20.85,0.0
480,ternate,PH,14.29,120.72,2019-03-10,88.0,69.0,2.24,20.0
481,saint anthony,US,43.97,-111.68,2019-03-10,30.2,63.0,4.18,1.0
482,casian,RO,44.5,28.48,2019-03-10,57.99,47.0,12.75,0.0
483,oranjemund,ZA,-28.55,16.43,2019-03-10,62.12,96.0,0.38,32.0
484,nizwa,OM,22.93,57.53,2019-03-10,40.84,80.0,2.73,0.0
485,iqaluit,CA,63.75,-68.52,2019-03-10,-16.01,75.0,2.95,5.0
486,tevaitoa,PF,-16.78,-151.5,2019-03-10,81.56,100.0,9.44,76.0
487,misratah,LY,32.38,15.09,2019-03-10,58.79,92.0,8.32,92.0
488,lokomotivnyy,RU,53.01,60.57,2019-03-10,35.84,94.0,14.25,80.0
489,roros,NO,62.57,11.38,2019-03-10,8.6,92.0,4.7,36.0
490,palmaner,IN,13.2,78.75,2019-03-10,76.07,63.0,3.06,0.0
491,varhaug,NO,58.61,5.65,2019-03-10,36.0,59.0,5.82,75.0
492,duku,NG,11.24,4.91,2019-03-10,72.7,50.0,4.07,12.0
493,lloydminster,CA,53.28,-110.01,2019-03-10,14.0,78.0,14.99,40.0
494,jalu,LY,29.03,21.55,2019-03-10,50.92,50.0,5.53,0.0
495,gushikawa,JP,26.35,127.87,2019-03-10,68.0,56.0,10.29,75.0
496,rock sound,BS,24.9,-76.2,2019-03-10,76.21,100.0,16.26,88.0
497,jovellar,PH,13.07,123.6,2019-03-10,83.32,77.0,3.18,0.0
498,parana,BR,-7.52,-72.89,2019-03-10,77.0,100.0,2.73,40.0
499,paris,FR,48.86,2.35,2019-03-10,43.0,80.0,17.22,76.0
500,pangai,TO,-19.8,-174.35,2019-03-10,84.2,79.0,10.29,40.0
501,kargil,PK,34.56,76.13,2019-03-10,0.56,76.0,1.61,76.0
502,kuppam,IN,12.75,78.34,2019-03-10,84.99,54.0,3.74,0.0
503,yermekeyevo,RU,54.07,53.67,2019-03-10,33.77,95.0,11.79,92.0
504,hailar,CN,49.2,119.7,2019-03-10,22.84,32.0,18.84,44.0
505,maniitsoq,GL,65.42,-52.9,2019-03-10,9.47,95.0,6.64,64.0
506,acapulco,MX,16.86,-99.88,2019-03-10,73.64,84.0,4.07,0.0
507,zhuhai,CN,40.71,112.04,2019-03-10,28.4,63.0,4.47,0.0
508,maracacume,BR,-2.04,-45.96,2019-03-10,75.62,96.0,2.73,80.0
509,amapa,HN,15.09,-87.97,2019-03-10,78.8,83.0,9.17,20.0
510,cockburn town,TC,21.46,-71.14,2019-03-10,76.88,100.0,20.07,92.0
511,san matias,HN,13.97,-86.63,2019-03-10,71.6,53.0,4.7,20.0
512,payson,US,40.04,-111.73,2019-03-10,42.8,74.0,6.93,90.0
513,tingi,TZ,-11.3,35.03,2019-03-10,76.21,100.0,3.4,68.0
514,porto velho,BR,-8.75,-63.87,2019-03-10,75.2,94.0,4.7,40.0
515,esna,RO,45.2,27.57,2019-03-10,54.02,52.0,10.22,88.0
516,nova russas,BR,-4.71,-40.57,2019-03-10,72.74,85.0,6.2,68.0
517,cartagena,ES,37.63,-1.0,2019-03-10,55.0,87.0,6.93,0.0
518,belaya gora,RU,68.54,146.19,2019-03-10,-5.07,81.0,4.63,68.0
519,ponta delgada,PT,37.73,-25.67,2019-03-10,59.0,82.0,12.75,40.0
520,ust-tsilma,RU,65.44,52.15,2019-03-10,12.62,71.0,3.18,32.0
521,quatre cocos,MU,-20.21,57.76,2019-03-10,75.0,88.0,4.7,20.0
522,rockland,US,42.13,-70.92,2019-03-10,39.99,100.0,8.99,90.0
523,impfondo,CD,1.62,18.06,2019-03-10,71.89,96.0,2.95,0.0
524,mananjary,MG,-19.16,46.8,2019-03-10,62.93,93.0,10.67,88.0
525,kristinehamn,SE,59.31,14.11,2019-03-10,27.0,85.0,6.93,64.0
526,pangnirtung,CA,66.15,-65.72,2019-03-10,-15.6,68.0,4.07,36.0
527,farmington,US,36.73,-108.21,2019-03-10,51.8,18.0,2.95,1.0
528,pangody,RU,65.85,74.49,2019-03-10,25.94,89.0,15.48,88.0
529,lang son,VN,21.83,106.73,2019-03-10,66.67,77.0,4.97,32.0
530,axim,GH,4.87,-2.24,2019-03-10,81.92,100.0,4.41,24.0
531,port macquarie,AU,-31.43,152.91,2019-03-10,91.99,42.0,5.82,0.0
532,tchamba,TG,9.03,1.42,2019-03-10,67.12,88.0,2.62,12.0
533,cabedelo,BR,-6.97,-34.84,2019-03-10,78.8,83.0,4.7,0.0
534,sinnamary,GF,5.38,-52.96,2019-03-10,79.09,97.0,13.47,88.0
535,boa vista,BR,2.82,-60.67,2019-03-10,86.0,51.0,11.41,0.0
536,puerto escondido,MX,15.86,-97.07,2019-03-10,82.4,69.0,5.82,20.0
537,apen,DE,53.22,7.81,2019-03-10,37.99,93.0,9.17,75.0
538,luwuk,ID,-0.95,122.79,2019-03-10,85.43,82.0,2.51,8.0
539,gasa,BT,27.91,89.73,2019-03-10,4.43,47.0,1.72,0.0
540,idanre,NG,7.11,5.11,2019-03-10,73.06,93.0,0.27,80.0
541,dasoguz,TM,41.84,59.97,2019-03-10,35.6,74.0,6.93,0.0
542,lasa,CY,34.92,32.53,2019-03-10,50.0,87.0,6.93,20.0
543,novouzensk,RU,50.46,48.14,2019-03-10,36.38,87.0,17.38,92.0
544,hokitika,NZ,-42.72,170.96,2019-03-10,66.22,84.0,4.07,64.0
545,bogotol,RU,56.21,89.53,2019-03-10,20.27,76.0,10.67,64.0
546,riyadh,SA,24.63,46.72,2019-03-10,48.2,34.0,4.41,0.0
547,rapid valley,US,44.06,-103.15,2019-03-10,27.0,73.0,3.62,1.0
548,pruhonice,CZ,50.0,14.55,2019-03-10,39.99,69.0,17.22,40.0
549,lukulu,ZM,-14.38,23.24,2019-03-10,67.39,93.0,3.62,68.0
550,koumac,NC,-20.56,164.28,2019-03-10,80.8,84.0,3.96,68.0
551,sola,NO,58.89,5.65,2019-03-10,36.0,59.0,5.82,75.0
552,wanaka,NZ,-44.7,169.14,2019-03-10,63.61,59.0,3.51,64.0
553,greenwood,US,32.03,-101.9,2019-03-10,46.4,81.0,9.17,36.0
554,mount abu,IN,24.59,72.71,2019-03-10,65.99,64.0,3.96,0.0
555,waddan,LY,29.16,16.14,2019-03-10,44.84,45.0,4.07,0.0
556,itaituba,BR,-4.26,-55.99,2019-03-10,75.17,96.0,1.16,56.0
557,atasu,KZ,48.68,71.64,2019-03-10,21.22,87.0,3.85,48.0
558,pimentel,BR,-3.7,-45.5,2019-03-10,74.32,95.0,3.18,36.0
559,buluang,PH,10.47,123.98,2019-03-10,82.4,65.0,3.36,75.0
560,tres arroyos,AR,-38.38,-60.28,2019-03-10,59.33,49.0,9.78,0.0
561,berlevag,NO,70.86,29.09,2019-03-10,10.6,100.0,8.21,0.0
562,san luis,AR,-33.3,-66.34,2019-03-10,61.54,59.0,4.52,64.0
563,mayumba,GA,-3.44,10.65,2019-03-10,79.76,97.0,2.84,32.0
564,rognan,NO,67.1,15.4,2019-03-10,17.01,66.0,16.11,0.0
565,mitsamiouli,KM,-11.38,43.28,2019-03-10,82.91,96.0,13.47,32.0
566,chalisgaon,IN,20.46,75.0,2019-03-10,73.91,52.0,3.06,0.0
567,komsomolskiy,RU,67.55,63.78,2019-03-10,19.15,87.0,4.52,76.0
